title,price,location,bedrooms,bathrooms,Squared-Feet,category,property_type,agent_name,agent_contact,agent_email
Cedar | 1 Bedroom Apartment,1598000,"Dubai, None, Dubai Creek Harbour",1,2,715,Apartment,Off-Plan,Khalid Khan,+971509026757,marketing@apilproperties.com
Mangrove | 3 Bedroom Apartment,3500000,"Dubai, None, Dubai Creek Harbour",3,4,1612,Apartment,Off-Plan,Khalid Khan,+971509026757,marketing@apilproperties.com
Mangrove | 2 Bedroom Apartment,2300000,"Dubai, None, Dubai Creek Harbour",2,3,1025,Apartment,Off-Plan,Khalid Khan,+971509026757,marketing@apilproperties.com
Mangrove | 1 Bedroom Apartment,1500000,"Dubai, None, Dubai Creek Harbour",1,2,673,Apartment,Off-Plan,Khalid Khan,+971509026757,marketing@apilproperties.com
Damac Violet | 4 Bedroom Townhouse,1956000,"Dubai, None, Damac Hills 2",4,5,2352,Townhouse,Off-Plan,Khalid Khan,+971509026757,marketing@apilproperties.com
Natura | 4 Bedroom Townhouses,1800000,"Dubai, None, Damac Hills 2",4,5,1208,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Verona | 4 Bedroom Townhouses | Damac Hills 2,2100000,"Dubai, None, Damac Hills 2",4,5,2400,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Camelia Villas | 4 Bedroom Townhouses,2200000,"Dubai, None, Damac Hills 2",4,5,2261,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Camelia Villas | 3 Bedroom Townhouses,1750000,"Dubai, None, Damac Hills 2",3,4,1950,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Amargo 2 | 3 Bedroom Townhouses,1600000,"Dubai, None, Damac Hills 2",3,4,2174,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Avencia | 3 Bedroom Townhouses,1290000,"Dubai, None, Damac Hills 2",3,4,1702,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Avencia | 1 Bedroom Townhouses,1150000,"Dubai, None, Damac Hills 2",1,2,1238,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Just Cavalli Villas | 3 Bedroom Villas,2300000,"Dubai, None, Damac Hills 2",3,4,2648,Villa,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Park Greens | 5 Bedroom Villas,2890000,"Dubai, None, Damac Hills 2",5,6,3542,Villa,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Edge by Rotana | 1 Bedroom Apartment,663600,"Dubai, None, Damac Hills 2",1,2,481,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Edge by Rotana | Studio Apartment,529200,"Dubai, None, Damac Hills 2",Studio,1,346,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Evergreens | 2 Bedroom Apartment,1151000,"Dubai, None, Damac Hills 2",2,3,885,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Evergreens | 1 Bedroom Apartment,850000,"Dubai, None, Damac Hills 2",1,2,540,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
ELO 2 and 3 Damac | 1 Bedroom Apartment,760000,"Dubai, None, Damac Hills 2",1,2,832,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
ELO 2 and 3 Damac | 2 Bedroom Apartment,1218000,"Dubai, None, Damac Hills 2",2,3,952,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
ELO | 2 Bedroom Apartment,1323000,"Dubai, None, Damac Hills 2",2,3,981,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
ELO | 1 Bedroom Apartment,774000,"Dubai, Al Yufrah 2, Damac Hills 2",1,2,968,Apartment,Off-Plan,Khalid Khan,+971509026757,marketing@apilproperties.com
Bay Villas | 5 Bedroom Villa,15000000,"Dubai, None, Dubai Islands",5,6,7013,Villa,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Bay Villas | 4 Bedroom Villa,10300000,"Dubai, None, Dubai Islands",4,5,6458,Villa,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Bay Villas | 3 Bedroom Villa,5999000,"Dubai, None, Dubai Islands",3,4,4255,Villa,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Bay Villas | 4 Bedroom Townhouses,7300000,"Dubai, None, Dubai Islands",4,5,4797,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Bay Villas | 3 Bedroom Townhouses,4999900,"Dubai, None, Dubai Islands",3,4,3431,Townhouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Sunset Bay One | 3 Bedroom Apartment,5512200,"Dubai, None, Dubai Islands",3,4,2286,Duplex,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Sunset Bay One | 2 Bedroom Apartment,2609220,"Dubai, None, Dubai Islands",2,3,1165,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Sunset Bay One | 1 Bedroom Apartment,2124790,"Dubai, None, Dubai Islands",1,2,1007,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Tivano | 4 Bedroom Apartment,9700000,"Dubai, None, Dubai Islands",4,5,2904,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Tivano | 3 Duplex Bedroom Apartment,10000000,"Dubai, None, Dubai Islands",3,5,3695,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Tivano | 2 Bedroom Apartment,3500000,"Dubai, None, Dubai Islands",2,3,1319,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Tivano | 1 Bedroom Apartment,2300000,"Dubai, None, Dubai Islands",1,2,883,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Edgewater Residences | 3 Bedroom Apartment,3303670,"Dubai, None, Dubai Islands",3,4,1597,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Edgewater Residences | 2 Bedroom Apartment,2570800,"Dubai, None, Dubai Islands",2,3,1191,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Edgewater Residences | 1 Bedroom Apartment,1820740,"Dubai, None, Dubai Islands",1,2,840,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Ocean Pearl 1 and 2 | 4 Bedroom Apartment,4776670,"Dubai, None, Dubai Islands",4,6,1972,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Ocean Pearl 1 and 2 | 3 Bedroom Apartment,3998890,"Dubai, None, Dubai Islands",3,4,1559,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Ocean Pearl 1 and 2 | 2 Bedroom Apartment,3582220,"Dubai, None, Dubai Islands",2,3,1298,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Ocean Pearl 1 and 2 | 1 Bedroom Apartment,2436030,"Dubai, None, Dubai Islands",1,2,873,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Mackerel Tower | 4 Bedroom Penthouses,8945240,"Dubai, None, Dubai Islands",4,5,3765,Penthouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Mackerel Tower | 2 Bedroom Apartment,2626270,"Dubai, None, Dubai Islands",2,3,1201,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Mackerel Tower | 1 Bedroom Apartment,1919900,"Dubai, None, Dubai Islands",1,2,850,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Haven Living | 2 Duplex Bedroom Apartment,4341000,"Dubai, None, Dubai Islands",2,3,2549,Duplex,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Haven Living | 1 Duplex Bedroom Apartment,2911000,"Dubai, None, Dubai Islands",1,2,1663,Duplex,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Haven Living | 4 Bedroom Apartment,7460000,"Dubai, None, Dubai Islands",4,5,6410,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Haven Living | 3 Bedroom Apartment,2700000,"Dubai, None, Dubai Islands",3,4,2407,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Haven Living | 2 Bedroom Apartment,3000000,"Dubai, None, Dubai Islands",2,3,1888,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Haven Living | 1 Bedroom Apartment,1799000,"Dubai, None, Dubai Islands",1,2,1132,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Natuzzi Harmony Residences | 3 Duplex Bedroom Apartment,8230750,"Dubai, None, Dubai Islands",3,4,2655,Duplex,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Natuzzi Harmony Residences | 3 Bedroom Apartment,1704,"Dubai, None, Dubai Islands",3,4,4940380,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Natuzzi Harmony Residences | 2 Bedroom Apartment,3661630,"Dubai, None, Dubai Islands",2,3,1234,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Natuzzi Harmony Residences | 1 Bedroom Apartment,2630750,"Dubai, None, Dubai Islands",1,2,892,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Zephyra Residences | 3 Bedroom Apartment,3507720,"Dubai, None, Dubai Islands",3,4,2063,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Zephyra Residences | 2 Duplex Bedroom Apartment,3079100,"Dubai, None, Dubai Islands",2,3,1651,Duplex,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Zephyra Residences | 2 Bedroom Apartment,2387760,"Dubai, None, Dubai Islands",2,3,1174,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Zephyra Residences | 1 Bedroom Apartment,1627760,"Dubai, None, Dubai Islands",1,2,727,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Hatimi Residences | 4 Bedroom Penthouses,16500000,"Dubai, None, Dubai Islands",4,5,4591,Penthouse,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Hatimi Residences | 4 Bedroom Apartment,11500000,"Dubai, None, Dubai Islands",4,5,3276,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Hatimi Residences | 3 Duplex Bedroom Apartment,8800000,"Dubai, None, Dubai Islands",3,4,2486,Duplex,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Hatimi Residences | 3 Bedroom Apartment,6300000,"Dubai, None, Dubai Islands",3,4,1915,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Hatimi Residences | 1 Bedroom Apartment,2600000,"Dubai, None, Dubai Islands",1,2,840,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Iluka Residences | 3 Bedroom Apartment,3511480,"Dubai, None, Dubai Islands",3,4,1527,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Iluka Residences | 2 Bedroom Apartment,2447040,"Dubai, None, Dubai Islands",2,3,1112,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Iluka Residences | 1 Bedroom Apartment,1849940,"Dubai, None, Dubai Islands",1,2,804,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Azura Residences | 3 Bedroom Apartment,4710190,"Dubai, None, Dubai Islands",3,4,2469,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Azura Residences | 2 Bedroom Apartment,2506730,"Dubai, None, Dubai Islands",2,3,1314,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Azura Residences | 1 Bedroom Apartment,1614000,"Dubai, None, Dubai Islands",1,2,882,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Ocean Tower | 3 Bedroom Apartment,3500000,"Dubai, None, Dubai Islands",3,4,1783,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Ocean Tower | 2 Bedroom Apartment,1950000,"Dubai, None, Dubai Islands",2,3,1279,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Ocean Tower | 1 Bedroom Apartment,1700000,"Dubai, None, Dubai Islands",1,2,854,Apartment,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com
Bay Villas | 6 Bedroom Villas,45176000,"Dubai, None, Dubai Islands",6,7,14890,Villa,Sale,Khalid Khan,+971509026757,marketing@apilproperties.com

Total Properties,386,,,,,,,,
